id,text,label,dataset_id
072-0,We have less Americans working now than in the 70s ,0,72
072-11492,At this particular point in time looking at the field theres only one individual thats ever had the uniform of his country onand thats me ,0,72
072-7472,If you make more than 250 000 a year you only really take home about 125 000 ,1,72
072-8774,Travis County is surrounded by red counties ,0,72
072-89,Says the federal agency in charge of Medicare and Medicaid will disburse 803 billion in benefits this year making it larger than all but 15 of the worlds economies ,0,72
072-1145,Says President Barack Obama doubled the national debt which had taken more than two centuries to accumulate in one year ,1,72
072-978,Corrupt political bosses Money laundering Fraud Its just another day at the office for Vin Gopal ,1,72
072-7869,After taking hundreds of thousands of dollars from Goldman Sachs and other Wall Street banks Debbie Wasserman Schultz has voted to prevent the Consumer Financial Protection Bureau from regulating payday loans and addressing racial discrimination in car loans ,0,72
072-12724,Agriculture is the strongest industry in Ohio ,0,72
072-5466,Says Wisconsin Gov Scott Walkers actions are directly responsible for killing at least 15 000 jobs ,1,72
072-3679,Currently there is no one from South Austin on the Austin City Council ,0,72
072-4347,Weve just now given over 100 billion to Iran the equivalent in U S terms is 5 trillion ,0,72
072-250,Every time the weight of that vehicle is reduced by a hundred pounds your chances of dying are going to go up by about 5 percent Peel three hundred pounds off youre 15 percent more likely to die in that car ,0,72
072-64,Says Carlos Lopez Cantera even voiced enthusiastic support for bringing an Arizona style immigration law to Florida calling the measure common sense ,0,72
072-10326,In 2008 tourism brought in 38 billion dollars and supported more than 300 000 jobs in the state of New Jersey ,0,72
072-6426,To give a sense of how families are struggling a record four out of every 10 school kids in Ohio now qualifies for subsidized lunch ,0,72
072-10938,I had previously said that NATO was obsolete because it failed to deal adequately with terrorism Since my comments they have changed their policy and now have a new division focused on terror threats ,1,72
072-12496,Under Common Core standards it takes more than a minute to teach a student how to add nine plus six ,0,72
072-7859,Liberal out of state special interests are spending millions on 5 and 6 to change the way Florida draws its congressional and legislative districts ,0,72
072-151,Nearly half of African American children under the age of 6 are living in abject poverty ,0,72
072-11775,The percentage of black children born without a father in the home has risen from 7 percent in 1964 to 73 percent today due to changes from President Lyndon Johnsons Great Society ,1,72
072-12153,Florida Democrats just voted to impose Sharia law on women ,1,72
072-9222,Georgia legislation on immigration is a copycat of an Arizona immigration bill ,0,72
072-10109,We got the Quonset Business Park for free and were getting zero dollars out of it into the state coffers other than the fact that it produces the jobs ,0,72
072-2707, We have solved the problem Scientists are now saying leave the nuclear waste where it is ,1,72
072-11589,Because of the federal health care law 300 000 health plans canceled in Florida ,0,72
072-1295,Since 2000 nearly 12 million Americans have slipped out of the middle class and into poverty ,0,72
072-1203,In every committee when the health care bill was considered Democrats voted against an amendment that would require members of Congress and their staff to take the government run public option as their health care plan ,0,72
072-12139,A bill that could restrict free speech when the president is nearby was signed by President Barack Obama in secret ,1,72
072-11474,You dont have to be as smart as a fifth grader to know what causes the climate is the sun The sun I have people tell me Carbon dioxide warms the Earth No it doesnt The sun warms the Earth ,0,72
072-12241,The Affordable Care Act basically puts a penalty or a tax on employers for every new job they create ,0,72
072-10807,Says Patrick Murphy advocated for cuts to Social Security and Medicare ,1,72
072-8154,Before taking executive action on immigration President Obama stated 22 times that he does not have the authority to change immigration laws on his own ,0,72
072-9147,The Obama administration was successful in rushing a massive spending bill through Congress in just two days after which it sat on the president s desk for three days while he was away on vacation ,1,72
072-4451,While in the Illinois Senate Barack Obama passed legislation moving people from welfare to jobs ,0,72
072-3473,Some city of Atlanta employees have not had raises in eight years ,1,72
072-2255,Crime rises in communities with casinos ,0,72
072-7044,No one knows who bought the 38 Studios bonds And there was some language put in the bond offer that they must remain anonymous ,0,72
072-5582,Says that Sherrod Brown voted to cut Medicare by over 500 billion in order to fund government run health care ,1,72
072-3438, The fact is that although we have had a president who is opposed to abortion over the last eight years abortions have not gone down ,1,72
072-11998, John McCain fought to rein in Fannie and Freddie but Democrats blocked the reforms ,0,72
072-6342,People can t go fishing anymore because of Obama ,1,72
072-7913,Says Tom Nelson backed higher taxes on Social Security costing Wisconsin seniors 95 million ,1,72
072-1376,The insurance commissioner cant do squat about health care ,0,72
072-2521, I m glad for the wording of it an ethics report on corporate sponsored Congressional trips because clearly the wording exonerates me ,1,72
072-883,The United States regulations are among the most difficult in the world ,1,72
072-12287,Says Rick Scott took 200 000 in campaign contributions from a company that profited off pollution ,0,72
072-7037,Virginia is home to more veterans per capita than any state in America ,1,72
072-7382,Texas Governor Rick Perrys voter ID law is a blatant effort to defeat Wendy Davis by disenfranchising tens of thousands of women voters ,1,72
072-6556,In 1976 the first year that Pell Grants were fully funded a full Pell Grant paid 72 percent of the cost of attendance at a typical four year public college Today a full Pell Grant covers just 34 percent of those costs ,0,72
072-10522,Lindsey Graham endorsed Charlie Crist for U S Senate ,1,72
072-8439,Says he took down the mob in Northeast Ohio,0,72
072-471, I built that border fence in San Diego and it reduced the smuggling of people and drugs by 90 percent ,0,72
072-7086,When youre white you dont know what its like to be poor ,1,72
072-5109,Says military commanders have said that if Donald Trump were elected they would not follow his orders ,0,72
072-6399,Even if you took literally every single ounce of platinum in the world it still wouldnt add up to enough needed to pay down our nations debt ,0,72
072-11205,State budget cuts for local schools resulted in nearly 4 000 educator layoffs,1,72
072-366,Says Mark Warner told PolitiFact Nationals Lie of the Year in 2013 ,1,72
072-3400,Although the governor doubled the beach fees all the money as we found out is all going to an out of state company The state isnt even getting the money for that ,1,72
072-10099,Theres nothing in the voting instructions that weve been getting in the last several elections that lets you know about the limitations of the master lever ,1,72
072-5647,Says MarkKirk called for the mass arrest of 18 000 African Americans andwas apparently fine with Trumps StillTooRacist call for mass deportation ,1,72
072-6970,When Josh Mandel claims to have accepted three debates with Sen Sherrod Brown he is lying He has accepted ZERO proposed debates ,1,72
072-4934,Says Milwaukee County Executive Chris Abele is a billionaire ,1,72
072-8015,Says U S Mexico border has 1 million legal border crossings each and every day ,0,72
072-10558,Alex Sink wants to cut Medicare ,1,72
072-10924,For the past year I was censored and muzzled ,1,72
072-8271,On the status of illegal immigrants,1,72
072-2653,If a President Romney got a call from the president of the Mormon church he has no choice but to obey It is obedience over family and country ,1,72
072-3342,A proposed amendment allows a teenager to get a recommendation for medical marijuana without the consent of a parent ,0,72
072-6686,As usual Hillary the Dems are trying to rig the debates so 2 are up against major NFL games ,1,72
072-10285,Florida is considered the fourth largest gambling state in the nation ,0,72
072-7390,Says U S Rep Stephen Fincher breaks earmark pledge ,0,72
072-7996,Every survey shows strong satisfaction with private coverage ,0,72
072-8977,Says an estimate that Texas will face an 18 billion budget gap is a number that somebody just reached up in the air and grabbed ,1,72
072-10038,It was Dan Sullivan who wrote a bill to cut Alaskans out of those decisions about where they can hunt and fish ,0,72
072-12336,Already in Wisconsin we have seen fewer people pursuing education as a career due to the Act 10 collective bargaining law ,0,72
072-4735,Says Josh Mandel opposed federal loans to the auto industry ,1,72
072-5003,Wisconsin ranks 48th out of all 50 states in venture capital investment ,1,72
072-2537,Ken Block supports Obamacare ,1,72
072-11921,The Baucus bill contains provisions that would send massive federal subsidies directly to both private insurance plans and government chartered cooperatives that pay for elective abortion ,0,72
072-7326,E mail quotes Maureen Dowd column that Obama has received suspicious contributions from Saudi Arabia Iran and China ,1,72
072-8678,Every time the price of gasoline rises 1 cent its abillion dollarsout of our economy that goes to Saudi Arabia ,1,72
072-5956,As many as a quarter of our students arent even finishing high school ,0,72
072-5335,After 9 11 Jim put us all first by serving for 23 months in Iraq the wars longest tour ,0,72
072-515,On birthright citizenship for illegal immigrants ,1,72
072-9403,There are more young black males involved in the criminal justice system than there are in higher education ,1,72
072-494,The health care price tag for childhood obesity in Georgia is 2 4 billion annually and rising ,1,72
072-2432,Says five studies show his tax plan can cut rates and still bring the same revenue without raising taxes on the middle class ,0,72
072-1248,In 2013 we had the largest the best private sector job growth weve had in this state since the 1990s ,0,72
072-12500,President Obama and liberal former DNC Chairman Tim Kaines 787 billion stimulus failed to create jobs ,1,72
072-8779,Report 3 million votes in presidential election cast by illegal aliens ,1,72
072-4346,According to recent reports a group of death panels organized under Obamacare ordered their first execution ,1,72
072-3113,Says Hillary Clintons Iran nuclear deal lined the pockets of the worlds number one state sponsor of terrorism with your money ,0,72
072-12471,Sherrod Brown supported President Obamas 453 billion tax increase ,0,72
072-12598,Were second only to Boston in college students per capita ,1,72
072-1706,Gov Scott Walker hired convicted Assembly Speaker Scott Jensen to oversee a raid on the state employee retirement system to help balance the state budget ,1,72
072-3311,Tens of thousands of fraudulent Clinton votes found in Ohio warehouse ,1,72
072-10533,The insurance risk corridors arent going broke like Republicans predicted ,0,72
072-10082,If Atlanta Mayor Kasim Reed wants to be like Bull Connor then so be it ,1,72
072-1586,Upwards of 90 percent of women seeking an abortion decide not to have an abortion after seeing an ultrasound ,1,72
072-4214,The Obama administration was actively supporting Al Qaeda in Iraq the terrorist group that became the Islamic State ,1,72
072-2540, My opponent promises to bring back old jobs by wishing away the global economy ,1,72
072-1885,Race to the Top grants require participating states to adopt the Common Core standards as a condition for receiving federal funding ,0,72
072-9096, Iowa for good reason for constitutional reasons for reasons related to the Lord should be the first caucus and primary ,1,72
072-10999,When I was speaker we had four consecutive balanced budgets ,1,72
072-9896,This is not a joke the president wants to house illegal aliens on our nations military installations ,0,72
072-7878,The Obama administration has been constrained by the Oil Pollution Act of 1990 which basically gives the responsible party the lead role in trying to not only fix the problem but contain the problem ,1,72
072-504,From Obama s book I found a solace in nursing a pervasive sense of grievance and animosity against my mother s race ,1,72
072-6663,Says South Carolina Gov Nikki Haley is an immigrant ,1,72
072-11339,U S Reps John Barrow and Sanford Bishop and their fellow Democrats went on a spending spree and now their credit card is maxed out ,1,72
072-10502,The Obama administrations policies have reduced minority dropout rate by 25 percent ,0,72
072-7624,Nearly 46 million Americans don t have health insurance coverage today ,0,72
072-4826,After the oil spill Congressman Adam Putnam doubled down saying all energy sources including oil drilling in the Gulf should be considered just days after the oil spill started ,0,72
072-2869,On whether he wants to be vice president ,1,72
072-6321,EPA wants to regulate the family BBQ ,1,72
072-12072,Says in Texas its legal to shoot someone whos committing a public nuisance under the cover of dark ,1,72
072-11736,Says that each year about 25 000 American women become pregnant through rape or incest ,0,72
072-7647,Minimum wage 16 000 year CEO Goldman Sachs Lloyd Blankfein 16 000 Hour ,1,72
072-117,U S Rep John Barrow D Ga does not want to audit the Federal Reserve ,1,72
072-4333,In 2011 more people were murdered with knives hands or feet or clubs and hammers than with any type of rifle ,0,72
072-3406, John McCain has voted with George Bush 90 percent of the time ,0,72
072-10370,PolitiFact Oregon gave Rob Cornilles a Pants on Fire for a claim about taxes and fees ,1,72
072-8848,Says our unemployment insurance trust fund is broke Were over a billion dollars in debt to the federal government ,0,72
072-12412,Even among second and third generation Muslims in the United States theres no real assimilation ,1,72
072-2007,In 2007 when Nancy Pelosi met with President Assad of Syria nobody got upset ,1,72
072-2698,There are actually only 30 countries that practice birthright citizenship ,0,72
072-390,Between the year 2000 and 2006 insurance premiums in this country doubled ,0,72
072-11364,Among Syrian refugees there arent that many women there arent that many children ,1,72
072-2398,The United States has the highest incarceration rate in the world ,0,72
072-137,Damage by protesters to the Wisconsin state Capitol will cost 7 5 million to repair ,1,72
072-10710,Youth unemployment is through the roof ,1,72
072-236,The Health Care Compact bill would end Medicares guaranteed benefit for Tennessees Medicare recipients and shift management of the federal health care plan to the states TennCare program ,1,72
072-1361,Says one out of three U S homeless men is a veteran ,0,72
072-1896,14 000 Americans lose their health insurance every single day ,0,72
072-8911,Fewer than 10 percent of those in the House are what anyone would classify as wealthy ,1,72
072-1601,The people of Rhode Island dont want same sex marriage ,1,72
072-2666,Says Hillary Clinton has not answered a single question about her immigration plan ,1,72
072-3917,A North Carolina study proves that probably over a million people voted twice in the 2012 election ,1,72
072-3609,Barack Obama has reversed on his commitment to begin withdrawing American troops from Iraq immediately ,1,72
072-4201,Health care reform Everything about it is going to raise costs raise taxes and lower the quality of health care ,1,72
072-7934,Says Scott Walker wants to make abortion illegal even in cases of rape incest or to protect the life of the mother ,0,72
072-1022,The president went on a stimulus fueled spending binge that stuck every American man woman and child with a 50 000 share of this 16 trillion debt ,1,72
072-11699,Quite frankly it was during the Bush years of spending multiplied now by the Obama years that we have this mess ,0,72
072-2112,Hurricane Sandy the most destructive Atlantic storm ever ,0,72
072-538,Obama says his bill reduced welfare rolls nearly 80 percent ,0,72
072-1581,On using the Strategic Petroleum Reserve ,1,72
072-10822,Florida remains the top travel destination across the world ,0,72
072-5472,The most recent survey of climate scientists said about 57 percent dont agree with the idea that 95 percent of the change in the climate is caused by CO2 ,1,72
072-11936, 29 is what families on SNAP i e food stamps have to live on for a week ,0,72
072-2208, I don t have lobbyists running my campaign ,1,72
072-7394,Congressional Republicans have introduced dozens of bills on social issues and other topics but zero on job creation ,1,72
072-10600,John Cornyn voted twice in 2013 to back Obamas amnesty plan ,1,72
072-131,The cost for renovating the headquarters of the U N has doubled from the original estimate ,0,72
072-587,Over the past five years the American automobile industry has created about 500 000 new jobs ,0,72
072-12757,Says Thom Tillis gives tax breaks to yacht and jet owners ,1,72
072-2342,John McCain said last year he didn t know of a solution to the mortgage crisis ,0,72
072-8611,Says Mitt Romney backed a bill that outlaws all abortions even in cases of rape and incest ,1,72
072-8732,People have actually broken down the transcripts for oral arguments and Antonin Scalia told more jokes and got more laughs than any of the other justices ,0,72
072-5089,Far more children died last year drowning in their bathtubs than were killed accidentally by guns ,1,72
072-6765,Virtually no Republican in Washington accepts climate change science ,0,72
072-8961, Sen Obama has never taken on his party leaders on a single major issue ,0,72
072-6429,Margaret Sanger wanted a black Christian leader to be like a Judas goat and lead the blacks to genocide Remember that And they picked Martin Luther King as their spokesman ,1,72
072-6154,Says the Patient Protection and Affordable Care Act adopted last year contains a series of slush funds set up to stay on the books automatically with little or no oversight ,1,72
072-12508,In last weeks debate Bernie questioned Hillarys commitment to fighting climate change because a whopping 0 2 percent of the money given to our campaign has come from employees of oil and gas companies Not even 2 percent mind you 0 2 percent ,0,72
072-5755,Obama has proposed 442 tax hikes since taking office ,0,72
072-5117,Says Thom Tillis has cut 500 million from public education ,0,72
072-12685,Scott Walker had a 2 3 GPA when he was asked to leave Marquette University for cheating ,1,72
072-84,Since we last debated in Las Vegas nearly 3 000 people have been killed by guns ,0,72
072-9722,A study by the University of Virginia pulls back the curtain on Medicaids tragically bad outcomes including increased risk of adjusted mortality ,0,72
072-9863,The amount of interest paid on the federal debt exceeds total tax revenue ,1,72
072-12639,Germany is crime riddled right now because of migration to Europe ,0,72
072-11612,Sixty percent of the Hispanics support the Arizona immigration law,1,72
072-2464,The premiums on Medicares prescription drug program have fallen almost every year since it began ,1,72
072-863,Despite the passage of HB2 towns cities and counties in North Carolina are still allowed to set stricter non discrimination policies for their own employees if they choose ,0,72
072-8578,We have been confronted with an unexpected storm that has hit the metropolitan area ,0,72
072-11579,I was gone when there was a red line against Syria ,0,72
072-11892,The Red Sox waited 87 long years to win the World Series ,1,72
072-9710,John McCain took on the drug industry ,0,72
072-5462,Georgia has elected more African American leaders than any other state in the country ,0,72
072-11109,In Texas weve had three ISIS related incidents already ,0,72
072-9895,Says Sal Esquivel wants a 5 percent state sales tax on groceries ,1,72
072-276,Says Republican approved changes to make it more difficult to participate in Ohio elections include reducing in person early voting from 35 days to six ,0,72
072-102,One of the main functions of the Department of Homeland Securitys SAVE database is checking voter registration citizenship status ,1,72
072-3444,I was the first member of Congress to call him Barack Obama a socialist ,1,72
072-1859,The typical white male worker in this country is making in real terms what he was making in 1973 and the average worker is making what they were making in 1996 ,0,72
072-2606,Says U S Senate candidate Joni Ernst does not support a national minimum wage ,0,72
072-4221,On the Trans Pacific Partnership ,1,72
072-9667,The most popular name is no longer John or Steven Its Jose Camilo and Maria ,0,72
072-10563,In her campaign for president Hillary Clinton has received 100 million in contributions from Wall Street and hedge funds ,1,72
072-8290,Every day 34 Americans are murdered with guns ,0,72
072-11787,Gov Rick Scott backed the federal shutdown ,0,72
072-9311,Some Republican leaders in Congress are pushing to make privatizing Social Security a key part of their legislative agenda if they win a majority in Congress this fall ,0,72
072-8301,A little known unit of the Department of Justice the Community Relations Service was deployed to Sanford FL following the Trayvon Martin shooting to help organize and manage rallies and protests against George Zimmerman ,0,72
072-638,Science has not shown greenhouse gases to be a problem ,1,72
072-8594,Says Gov Scott Walker has caused Wisconsin to lose more jobs than any other state in the country ,0,72
072-12185,Obamas mid term approval ratings are similar to other presidents who went on to re election ,0,72
072-9510,Since 1988 Congress has raised its own salary 15 times to reflect rising costs But raised the minimum wage only three times ,0,72
072-7850, I am a candidate I have not withdrawn ,0,72
072-5242,There are not nor have there ever been any boycotts encouraged by our organizations ,0,72
072-5547,Rick Perry has become a millionaire on the public payroll ,0,72
072-4601,Africa is spending the highest percentage of their GDP on education of any part of the world ,1,72
072-7322,Says Tom Barrett voted to ban 15 different kinds of guns even a lot of common deer rifles ,0,72
072-7640, Almost 1 million children have no health insurance in this state ,0,72
072-1757,Says a Portland school gives Muslim students their own school provided prayer room prayer rugs and lets them out of class five times a day to pray to Allah ,1,72
072-7571,The New York Times had to retract its story that Hillary Clintons email handling had broken certain laws ,1,72
072-3138,More than two thirds of the aliens the Obama administration has brought to the United States under the presidents Central American Minors program werent actually minors at all ,0,72
072-3534,The White House budget plan will bring domestic discretionary spending to its lowest share of our economy since Dwight Eisenhower was president ,0,72
072-9734,It is against the law for the NSA to record or monitor Americans phone calls without getting a specific FISA warrant to do so ,0,72
072-10362,Says when Mitt Romney was governor Massachusetts was 47th in job creation,0,72
072-2874,Says Allen West helped thwart a terrorist plot by shooting a gun in the direction of an Iraqi detainee then reported the incident to his superior and said it was wrong ,0,72
072-8443,Says CIA Director George Tenet told the Bush administration that the Sept 11 2001 terrorist attack was coming So they did have advanced notice ,1,72
072-3751,Says there have been well over 54 million abortions since 1973 ,0,72
072-2685, Obamas entire national security team including his secretary of state said we want to arm and train and equip Syrian rebel forces and he made the unilateral decision to turn them down ,0,72
072-10424,Florida has more concealed weapons permits than any other state ,0,72
072-10487, The average cost for health insurance in Florida went from about 600 a month for an individual to about 150 a month ,1,72
072-4947,Says Mitt Romney has put forward a plan that would cut taxes for millionaires while raising them for the middle class ,0,72
072-7661,HIV AIDS is dramatically on the rise in the U S South ,0,72
072-10489,Georgia has lost 14 percent of its jobs paying more than 50 000 a year and added 15 percent to its Medicaid rolls during the recovery ,0,72
072-11545,Eighty percent of the net new jobs created in the state of Texas since 2009 went to the foreign born ,0,72
072-2888,The increase in the garbage tax that Mayor Allan Fung imposed in Cranston for some people has been as much as 200 ,1,72
072-5525,Public employees receive something like 25 percent of the paychecks that are issued in Rhode Island ,1,72
072-10317,The home mortgage deduction is widely thought to be a middle class benefit Its not 73 percent of it goes to people making a quarter million dollars or more a year ,0,72
072-9788,A company with 20 employees could go out of business because of health care law requirements to buy insurance ,1,72
072-10843,Says Scott Walker left college under an ethical cloud for having tried to fix the election for student body president ,1,72
072-2786,The 9 9 9 plan does not raise taxes on those that are making the least ,1,72
072-9061, Obama Skips Out On Condemning Left Wing Attacks On Gen Petraeus Despite Casting Other Important Votes Earlier And Later In The Day ,0,72
072-10217,Quarterbacks won the Super Bowl MVP more than 50 percent of the time ,0,72
072-4504,For anybody whos trying to cross the street and has seen those signs that say you have to stop when pedestrians are in the crosswalk that was a bill that I passed ,0,72
072-2824, Taxpayer funded benefits to illegals in California are a skyrocketing cost under Obamacare ,1,72
072-4864,Says that according to many reports and even our own data the state of Texas spent more through Medicaid on orthodontia than all other states combined ,0,72
072-2083,Job growth in the United States is now at the fastest pace in this countrys history ,1,72
072-809,Leticia Van de Putte voted to give illegal immigrants in this country free health care not emergency health care but total free health care ,1,72
072-7233,The Internal Revenue Service spent 60 000 on a Star Trek training video ,0,72
072-2515,Delta has had the most animal deaths among U S carriers in the past five years,0,72
072-5118,Says Ted Cruz said While there may have been an age difference Josh Duggars transgressions are far less an affront to God than what gays do to each other ,1,72
072-1767,Three years ago a newly elected President Obama told America that if Congress approved his plan to borrow nearly a trillion dollars he would hold unemployment below 8 percent ,0,72
072-8923,Many types of fish and shellfish from waters across the state are labeled unsafe to eat ,0,72
072-3097,The United States is the leading nation in the world with the highest amount of doubt about the conventional wisdom of climate change ,0,72
072-9647,According to HUD it is patently unfair and socially unjust that wealthy people can live in an exclusive neighborhood ,1,72
072-2155,Romneys Medicare plan was estimated to cost the average senior about 6 000 a year ,0,72
072-11610,Studies have shown that in the absence of federal reproductive health funds we are going to see the level of abortion in Georgia increase by about 44 percent ,0,72
072-1576,Starting in December 2007 1 4 million jobs were created in Texas In that same period the rest of the country lost 400 000 jobs ,0,72
072-5225,There are legitimate and widespread anomalies and widespread questions about the conduct of the Wisconsin Supreme Court election most visibly in Waukesha County but also in counties around the state ,0,72
072-10386,Mitt Romney is the first Massachusetts politician to run for president and not win the New Hampshire primary in a generation ,0,72
072-4145, By registration fewer than 20 percent of Florida voters are Independents ,0,72
072-10954,Says that in 2009 Jon Huntsman said that the Recovery Act wasnt large enough and as governor he asked for 14 4 billion in federal stimulus funds Now hes saying that he never supported it ,0,72
072-10001,We have a fire marshal that said Oh we cant allow more people And the reason they wont let them in is because they dont know what the hell theyre doing ,1,72
072-5169,Right now were the highest taxed country in the world ,1,72
072-12771,Toomey and Trump will ban abortion and punish women who have them ,1,72
072-671,Says he cant release his internal affairs record because there are Attorney General guidelines in place protecting it ,1,72
072-9794,On switching parties ,1,72
072-7021,I released all my emails ,0,72
072-6872,Says Mitch McConnell voted three times for corporate tax breaks that send Kentucky jobs overseas ,0,72
072-2280,The Republicans still want to privatize Social Security In fact their whole idea is to turn over the Social Security trust fund to Wall Street ,0,72
072-3702,President Barack Obamas budget threatens national security by proposing an Army of fewer personnel than we had before Pearl Harbor ,1,72
072-7314,Birth control pioneer Margaret Sanger believed that people like me should be eliminated ,1,72
072-7609,There was serious voter fraud in Virginia ,1,72
072-619,Says U S Sen Ron Johnson voted to cut 700m from Medicare ,0,72
072-705,Under a proposed bill a 100 000 homes flood insurance premium would be maybe 200 or 300 annually ,1,72
072-9918, Here s a man who brags about how he made the city safe It was the Biden crime bill that became the Clinton crime bill that allowed him to do that ,0,72
072-3188, Brendan Doherty wants to raise the eligibility age for Social Security benefits for anyone born after 1960 with no regard for the challenges it would cause for people working in physically demanding occupations ,1,72
072-8380,Says that with President Obamas re election state and federal income tax rates for some taxpayers will rise to roughly 65 percent ,1,72
072-11849,The Cleveland police has issued a stand down order to officers ,1,72
072-1101,Says the Texas Board of Nursing has a backlog of 3 000 complaints against nurses many of them sexual assaults malfeasance ,0,72
072-5653,Says Syrian refugees are not being vetted and the FBI is not even being told where they are ,0,72
072-12325,Unfortunately since Mr Fosters been mayor there are less people employed in the city of St Petersburg than there were prior to his taking office ,1,72
072-8872,Floridas revenue is growing at a faster rate than almost any state in the country ,0,72
072-12807,Says state Rep Sandy Pasch her recall opponent voted to allow public school employees to use taxpayer dollars to pick up the tab forViagra ,1,72
072-3685,Says theres no proven instance where hydraulic fracking has polluted groundwater ,0,72
072-1218,The health care law is accelerating our country toward bankruptcy ,0,72
072-11514,Over the past two years Florida has cut more than 1 billion in taxes ,0,72
072-12089,Ninety percent of the people in Arkansas still love Bill Clinton ,0,72
072-8287,Obama s proposed budget doubles the debt in five years triples it in 10 years ,0,72
072-9228,It is estimated that every 100 million spent on construction generates 3 000 new jobs ,0,72
072-7209,Planned Parenthood is nothing more than a referral service They dont do anything except profit from killing babies and then selling body parts of those aborted babies ,1,72
072-4238,Every new Republican member of the U S Senate said they will vote to repeal and replace Obamacare ,0,72
072-5847,If Gov Romneys plan goes into effect the average senior would have to pay 460 a year more in tax for their Social Security ,0,72
072-1714,Its gotten to a point where the average federal worker makes twice as much as the average private sector worker ,1,72
072-1407,Gov Rick Scott cut the cost of prepaid college tuition by nearly 20 000 ,0,72
072-2493,In two years Gov McAuliffe has vetoed more bills that the previous three governors issued in each of their four year terms ,0,72
072-5988,Says Donald Trumps polling numbers show that hes the highest with Hispanics that any Republican has ever been ,1,72
072-714,The U S deficit increases at 3 million per second ,1,72
072-6167,Says Attorney General Eric Holder recently revealed this idea to have government have gun owners wear special bracelets that would identify you as a gun owner ,1,72
072-8565,Floridas high school graduation rates continue to increase at the fastest rate in the nation with Florida leading the nation in the rate of Hispanic graduates ,0,72
072-5000,Health reform will give every American the same opportunity to buy health insurance the way members of Congress do ,1,72
072-11637,Says hes taken an 8 pay decrease in each of the nine years he has been in office ,0,72
072-9657,President Obama funneled 716 billion out of Medicare at the expense of the elderly ,0,72
072-3503, Our National Guard as we saw in the Midwest flooding can t function as effectively as it could I was talking to National Guard representatives Fifteen of their 17 helicopters in this region were overseas during the flooding ,1,72
072-3467,When I was growing up as a kid in the city of Milwaukee if we averaged 4 homicides a year in the entire city that was a record number ,1,72
072-2234,John Cornyn has voted to increase the debt raise taxes bail out Wall Street banks and fund Obamacare ,0,72
072-2,Says Having organizations parading as being social welfare organizations and then being involved in the political combat harkens back to why the statute a hundred years ago said that they were prohibited ,1,72
072-126,Tell me what Madeleine Albrights position was on the War on Iraq I wouldnt be surprised if she supported it ,0,72
072-310,The poverty rates in America today arent much better than when we started the War on Poverty ,0,72
072-3604,Obama changed the rules in Washington Gone are the free gifts from lobbyists Gone are the fancy airplane rides for nothing ,0,72
