id,text,label,dataset_id
012-1047,Major landmarks in Sydney evacuated as police respond to hostage situation at caf in city s Martin Place ,0,12
012-4745,CTV has received confirmation from Ottawa Police that there have been three different shooting incidents ottnews ottawashooting,1,12
072-9440,Says Mitch McConnell pushed the Wall Street bailout through the U S Senate and called it the Senate at its finest ,0,72
072-3584,The Mack Penny Plan for the federal budget would balance our budget by 2019 and continues to gain support ,0,72
072-8839,We are living with a legacy of deficit spending that began almost a decade ago ,0,72
072-1188,Under Gov Bob McDonnell more jobs have been lost than created in Southside and Southwest Virginia ,1,72
072-3814,A sign in Dearborn Mich for the Advancement of Islamic Agenda for America says Allah be praised America we will kill you all and nothing you can do to stop it ,1,72
072-3781,Secretary Geithner has left the option on the table of abandoning the dollar for a multinational currency ,1,72
072-4425,Every time you buy an airline ticket the federal government runs a background check on you ,0,72
072-10791,Says Pete Gallego went and lobbied after you fired him from Congress ,1,72
072-11175,Neighbors of the San Bernardino shooters knew that they were talking about trying to take our country and attack it ,1,72
072-4337,Weve broken by millions the all time record for votes in a GOP presidential primary election ,1,72
012-1181, Staff observe minute of silence at AFP headquarters for the victims of CharlieHebdo JeSuisCharlie ,0,12
072-3125,Newt Gingrich says electric co ops and credit unions are government sponsored enterprises like Freddie Mac ,1,72
072-1762,Says Miami Congressman Carlos Curbelo supports drilling offshore and repeatedly voted against President Obamas ability to fight pollution and combat climate change ,0,72
072-854, Obama s Ten Point Plan to Change the Second AmendmentBan use of firearms for home defense ,1,72
072-5754,When the Constitution was written only 20 to 25 percent of the people in the country could vote ,0,72
072-7455,State support for local schools per pupil has decreased by at least 25 percent over the past decade ,0,72
012-3519,In 2009 Ferguson police beat a man and charged him for bleeding on them ,1,12
072-7452,57 of the jobs created in Austin from 2009 to 2013 do not pay families a living wage ,0,72
072-9503,U S military uniforms are manufactured in China ,1,72
072-11100,Sarah Palin got more votes running for mayor of Wasilla Alaska than Joe Biden got running for president of the United States ,1,72
072-10080,Says new GOP Wisconsin Assembly members voted to take funding away from their public schools in their districts to give it to private Milwaukee voucher schools ,1,72
012-2455,New vid of Paris attack on CharlieHebdo filmed by a witness Gunmen on street shout Allahu Akbar ,1,12
072-2630,The Social Security disability fund is going belly up in 2016 ,0,72
072-6772,Rhode Islands legislature is the strongest in the country ,0,72
012-780,DEVELOPING Airspace shutdown over Sydney amid chocolate shop hostage situation Islamic flag shown in shop s window ,1,12
072-5667,Before this federal health care law was enacted Florida parents were able to purchase inexpensive child only coverage for their children The laws consumer protections have now eliminated that choice in Florida ,1,72
072-6015,Before this day is out 18 more veterans will have taken their own lives That is the daily average it is intolerable and it has to stop ,0,72
072-6182,SaysRuben Kihuen only managed in the minority to get one bill passed out of the eight to 10 he introduced during the 2015 legislative session ,0,72
072-11179,Heroin and prescription opioids are the number one cause of accidental or preventable death in Wisconsin ,1,72
072-12483,In this judicial race special interest groups have demanded money from me in exchange for endorsement and support ,1,72
012-543,The sydneysiege has entered its 12th hour Thoughts to the hostages and their loved ones ,0,12
012-2611,BREAKING Police official confirms that 12 have died in the attack on the CharlieHebdo headquarters ,0,12
072-8005,Says approximately 70 percent of jobs created in the United States in November 2007 2008 were in Texas ,1,72
072-10519,20 million people could lose their current coverage including our senior citizens who are on Medicare ,1,72
072-3924,The United States sends 300 billion half our trade deficit overseas for oil to unstable and unfriendly regimes ,0,72
072-2646,Says Donald Trump and Ron Johnson oppose a womans right to choose and Johnson voted against the Violence Against Women Act ,0,72
072-9536,Many uninsured Americans are young ,0,72
012-3558,Every incident report I ve seen says the suspect was X the suspect did Y On the Ferguson report MikeBrown is ALREADY NAMED HOW ,1,12
072-75,We spend more money on antacids than we do on politics ,1,72
012-3049,Awful RT Ferguson Police have dogs and shotguns The unarmed crowd is raising their hands ,0,12
072-9490,We Trump University have an A from the Better Business Bureau ,1,72
072-3063,Nobody is leaving Memphis Thats a myth ,1,72
072-5307,One of the Planned Parenthood videos shows a fully formed fetus on the table its heart beating its legs kicking while someone says We have to keep it alive to harvest its brain ,0,72
012-3835,Germanwings crash The accident happened in a zone that is particularly hard to access ,0,12
072-1042,The authors of a report on CIAs torture techniques never interviewed a single CIA official ,0,72
072-7653,Marijuana is less addictive than both alcohol and tobacco ,0,72
072-2524,Says Stefani Carter repeatedly used her campaign contributors donations to rent margarita machines for our state house office ,0,72
012-834,We understand there are two gunmen and up to a dozen hostages inside the cafe under siege at Sydney ISIS flags remain on display 7News,1,12
072-1576,Starting in December 2007 1 4 million jobs were created in Texas In that same period the rest of the country lost 400 000 jobs ,0,72
072-6862,This year the overwhelming majority of new jobs are part time ,0,72
072-10612,Americans are working longer hours for low wages and yet almost all new income and wealth is going to the top 1 percent ,0,72
072-9951,The presence of gorillas calls into question the concept of evolution ,1,72
072-10882,TheAffordable Care Actalters the sensible doctor patient relationship centered health care program we see today ,1,72
072-3947,Says Rob Portman even voted to allow people on the terrorism watch list to buy guns ,1,72
072-6476,Q What do these Patriotic Americans have in common A They are all Draft Dodgers ,1,72
072-958,When Social Security first started there was 16 workers for every retiree Today there are three workers for every retiree and soon there will be only two for every retiree ,0,72
072-8528,Says 11 states have more people on welfare than employed ,1,72
072-832,Says Studies show the average age of entry into prostitution is 12 to 14 years old ,0,72
072-3679,Currently there is no one from South Austin on the Austin City Council ,0,72
012-774,This is The Islamic State flag not the one in the window in Sydney ,1,12
072-1471,The Social Security trust fund is sound Without anything being done it would function well into 2038 and even after that time with no changes we could pay 80 percent of the benefits that people have earned ,0,72
072-11067,Says Obama opposes lower gas taxes nuclear power new offshore drilling and doesn t have new solutions to the energy crisis ,0,72
012-2299,Prince Harry signs the book of condolence at the French Embassy in London CharlieHebdo via ,0,12
072-6534,We have seized more currency more drugs more outbound arms in the past year than any year in our countrys history ,0,72
072-3738,Our real unemployment is anywhere from 18 to 20 percent Dont believe the 5 6 Dont believe it ,1,72
072-5617,More people were killed in the United States last year by tainted food than U S troops killed in Iraq and Afghanistan since the wars began ,1,72
072-5582,Says that Sherrod Brown voted to cut Medicare by over 500 billion in order to fund government run health care ,1,72
072-6822,Obamacare doesnt require members of Congress to abide by the same rules that all of the other Americans do ,1,72
072-6320,In the past three years state legislatures have enacted more of these restrictions on abortion than in the previous 10 years combined ,0,72
072-10449,The gun industry isthe only business in America that is wholly protected from any kind of liability ,1,72
072-2198,Says that Josh Mandel voted to let insurance companies deny coverage for autism,0,72
072-9441,Congressman Scott DesJarlais is spending his one year anniversary on vacation only working 6 days in all of January ,1,72
072-12470,Robert Hurt supported a bill that helped the uranium industry after taking contributions from the industry and because his father had a stake in it ,0,72
012-2705,JUST IN Police confirm to there is a second hostage situation underway in eastern Paris,1,12
072-5930,Illegal aliens are costing Georgia taxpayers over a billion dollars every year ,0,72
072-2523,On tax inversions the Wall Street Journalsurprisingly attacked this tax scheme ,1,72
072-4754,Says President Barack Obama delivered 2 billion to Brazil to help with offshore drilling projects ,1,72
072-6686,As usual Hillary the Dems are trying to rig the debates so 2 are up against major NFL games ,1,72
072-7489,Statistics show 2 to 3 Texas women per week have major complications and 10 women per week seek help at an ER after an abortion ,1,72
072-7408,U S Rep John Barrows plan puts the IRS in charge of your health care ,0,72
072-4793,Voter fraud provided a portion of the margin of victory of Democrat John Lehman over Republican Sen Van Wanggaard in a state Senate recall election ,1,72
012-4887, HamOnt reservist Nathan Cirillo was on duty in Ottawa today when he was fatally shot ,0,12
072-4097,The American people spoke pretty loudly They said stop all the looming tax hikes ,1,72
012-722,Horrifying situation siege at Sydney s Martin place Lindt cafe Reports of up to 20 people held hostage inside ,1,12
072-12005,More Americans have died from guns in the United States since 1968 than on battlefields of all the wars in American history ,0,72
072-10515,Undocumented immigrants pay 12 billion of taxes every single year ,0,72
072-1179,The U S Army had a training program that put evangelical Christians Catholics and Mormons in the same category of religious extremism as we do al Qaida ,0,72
072-10923, We must deal with the here and now and assure affordable fuel for America by increasing domestic production ,1,72
072-1741,Sens Isaksons Chambliss Votes Against Unemployment Insurance Were Votes to Kill Nearly 6 000 Georgia Jobs ,0,72
072-5498,A new federal program provides subsidized Obama phones with 70 free minutes of cell phone service every month ,0,72
072-2650,Sen Hutchison abandoned Republicans and stood with Democrats to ensure health care legislation would pass quickly ,1,72
072-10447,Frankly Hillary Clinton doesnt do very well with women ,1,72
012-3328,Stand down of riot cops in Ferguson sends a powerful message de militarize police departments across America NOW HandsUpDontShoot,0,12
072-3459,The Islamic State is so small it couldnt fill a DoubleAballpark in Charleston W Va ,1,72
072-12177,In Japan executives of failing companies say I m sorry and then either do one of two things resign or go commit suicide ,0,72
012-3552,Maybe hard hitting should be covering what s going on in Ferguson Mo instead of fat shaming the First Lady ,1,12
012-245,If there s a Sydney style attack in the U S all these anti cop protests will end in about two seconds ,0,12
072-9136,While Rob Portman relies on his super PAC and a handful of billionaires to do his dirty work we dont have a super PAC and quite frankly we dont want one that spends millions to spew out lies and distortions ,0,72
072-6097, Without representation the IRS can increase taxes ,1,72
072-2306,Says rejecting federal aid to expand Medicaid in Texas will send 9 billion in federal taxes paid by Texans to other states to insure their working poor ,1,72
072-5315,He has ushered in 3 billion in new investment ,1,72
072-8507,On responding to chemical weapon use in Syria,0,72
072-5976,Nine hundred people have been fired since I became secretary of Veterans Affairs Weve got 60 people that we fired who have manipulated wait times ,1,72
072-2533,These 60 acres the Atlanta Braves want to build a stadium on have produced zero SPLOST money for parks and recreation have produced zero money for education ,0,72
012-5032,Ottawa police Actively looking for one or more suspects in Canadian parliament shooting ,1,12
072-4685,The vast majority of Syrian refugees are young able bodied men looking for work ,1,72
072-12592,Stimulus tax cuts began showing up in paychecks of 4 8 million Indiana households about three months ago ,1,72
012-460,MASSIVE OPERATION Hundreds of armed police have swarmed the area sydneysiege LIVE ,0,12
072-10486,A few months into office President Barack Obama traveled around the globe to apologize for America ,1,72
012-3650,PHOTO The area where 4U9525 crashed Prads Haute Bleone ,0,12
012-2496,BREAKING French Interior minister Suspects in Paris terror attack believed to be holding at least 1 hostage near Dammartin en Goele ,1,12
072-9168,None of the polls being conducted right now have us on the top line None of them Its always Trump and Clinton and then second question third question If we were included in the top line as Johnson Trump Clinton wed be at 20 percent ,1,72
072-65,Says that when Democrats controlled Congress and the White House federal spending as a share of the Gross Domestic Product leapt from 18 2 percent in 2001 to 25 2 percent in 2009 the largest such increase in any eight year period since World War II ,0,72
072-4920,Weve rebuilt China ,0,72
072-8678,Every time the price of gasoline rises 1 cent its abillion dollarsout of our economy that goes to Saudi Arabia ,1,72
072-1092,We have never gone a year in Virginia ever without passing a budget ever ,1,72
072-4519,Donald Trump and Hillary Clinton and Bernie Sanders have the identical position on health care which is they want to put the government in charge of you and your doctor ,1,72
072-3287,Hitler abolished unions and thats what Wisconsin Gov Scott Walker is doing today ,1,72
