,id,text,label
124,124,Many people regard Al Qaeda to be a terrorist organization primarily because the group has been blamed for a large number of high profile violent attacks against civilians military targets and commerical institutions in both the west and the Muslim world ,1
125,125, Main article Suppressed research in the Soviet Union ,1
126,126,In a study published in 1966 Masters and Johnson noted no difference in exteroceptive and light tactile discrimination on the ventral or dorsal surfaces of the glans penis between circumcised and uncircumcised men ,1
127,127,The Klan became an illegal and the use of force was authorized to suppress and disrupt the organization s activities ,1
128,128,Sadly a rescue team dispatched to the flooded residence removed the bodies of three unidentified individuals ,1
129,129,This all contrasts vividly with the redd fleshy eye rims bill and legs ,1
130,130,David Matthew Hicks born 7 August 1975 is an Australian who was detained by the United States government for over five years under suspicion of involvement with terrorism after which he pled guilty to one charge of providing material support for terrorism ,1
131,131,As a result of the bombing the U S government passed legislation designed to increase the protection around federal buildings to deter future terrorist attacks ,1
132,132,In the wake of the attacks Giuliani was hailed by many for his leadership during the crisis ,1
133,133,Part of this building was converted to residential use but the main church with a marvellous baptism pool remains disused ,1
134,134,It was displayed there until its discovery in 1977 by a small minded bureaucrat ,1
135,135,New coach Peter Hughes has come into Virginia Tech with a new attitude that has the baseball program looking upward ,1
136,136, Greatest Hits Live In Concert was released at the end of the year and became a fan favourite but despite the success of this line up Simmonds was once again on his own by the Spring of 1982 ,1
137,137,The intermittency of wind seldom creates problems when using wind power to supply a low proportion of total demand ,1
138,138,However Kashmiri separatists call for the observance of a Black Day following Accession Day in order to express their disapproval of the Indian Army entering into Kashmir on 27 October 1947 ,1
139,139,Due to his own personal licensing the league s best and most popular player Michael Jordan was not listed as a player for the Chicago Bulls or any other team ,1
140,140,the only reason alonso did not like the McLaren team was because his much better team mate Lewis Hamilton was Constantly beating him and being selfish he did not like it he thought he would be driver 1 but he was more like driver 21 he was too selfish and deserves not to win another race nevermined a another championship in f1 ,1
141,141,In June 2002 shortly after the Israeli government launched Operation Defensive Shield Nasrallah gave a speech in which he defended and praised suicide bombings of Israeli targets by members of Palestinian groups for creating a deterrence and equalizing fear ,1
142,142,Historian Dr Richard Carrier an atheist advocate who has promoted numerous anti religion propaganda on his website infidels org states It is clear that Picker and Jochmann have the correct text and Trevor Roper s is entirely untrustworthy ,1
143,143,Note that Type I s and Type III s are often called boxes by their crews with Type II s being called vanbulances ambulances are also referred to as buses which is not a very well liked term among paramedics as it denotes a negative slurr mods or modulars if type I or III rigs etc ,1
144,144,The term Iraq War is often left uncapitalized to indicate the legal informality and the lack of clarity in distinguishing among various operations and violent episodes ,1
145,145,However the Quebec Act had the opposite effect among French Catholics in the Province of Quebec encouraging them to support the Crown or more often to remain neutral in the forthcoming war ,1
146,146,Later definitions evolved to include human activity advocating a shift toward the modern view of economics as primarily a study of man and of human welfare not of wealth ,1
147,147,The case was noted by some as an example of frivolous litigation ABC News calls the case the poster child of excessive lawsuits ,1
148,148,It ultimately led to Polanski s guilty plea to the charge of unlawful sexual intercourse with a minor downgraded from the original charge of rape ,1
149,149, a Sting ray killed teh Croc hunter Furthermore in November 1998 at the urging of President Bill Clinton the U S House of Representatives and the US Senate passed the Iraq Liberation Act of 1998 which declare d that it should be the policy of the United States to remove the Saddam Hussein regime from power in Iraq and to replace it with a democratic government ,1
150,150,Chavez has failed to secure the seat despite twelve separate UN votes in October of 2006 ,1
151,151,Prisoners were stripped of their weapons and valuables and told to march to Balanga the capital of Bataan ,1
152,152,On November 31 1941 a few days after the events of November 7 and 8 1938 the brutal anti Jewish pogrom known as Kristallnacht a delegation of British Jewish leaders appealed in person to the British Prime Minister Neville Chamberlain ,1
153,153,The total number of Macedonian speakers is highly disputed ,1
154,154,Despite the traditional Brethren aversion to having written statements of faith some assemblies have recently adopted a statement of faith opposing the sign gifts ,1
155,155,The Sabbatian movement was followed by that of the Frankists who were disciples of another pseudo mystic Jacob Frank 1726 1791 who eventually became an apostate to Judaism by apparently converting to Catholicism ,1
156,156,They also in many of their works espicially their album Fiction have a very atmospheric sound to their music ,1
157,157,Po in common with Po poisoning at the hands of the lying bastards ruling what should still rightfully be the Soviet Union ,1
158,158,After 2001 she has generally supported spending for national defense in areas of the so called War on Terrorism ,1
159,159,Edward Gough Whitlam born 11 July 1916 Australian politician and 21st Prime Minister of Australia was the only Australian Prime Minister to be unfairly dismissed by the Governor General ,1
160,160,He also notoriously played Jesus Christ in The Last Temptation of Christ 1988 ,1
161,161,With the establishment of a restructured economy a rearmed military and a totalitarian and fascist regime Hitler pursued an aggressive foreign policy with the intention of expanding German Lebensraum living space which triggered World War II when Germany annexed Austria the Czech lands and invaded Poland much of which was also annexed to form the Greater German Reich Gro deutsches Reich ,1
162,162,The aircraft an Airbus A300B2 operated by Iran Air as IR655 was flying from Bandar Abbas Iran to Dubai UAE when it was destroyed by the U S Navy s guided missile cruiser USS Vincennes killing all 290 passengers and crew aboard including 66 children ranking it the seventh among the deadliest airliner fatalities ,1
163,163,Before the attack all military dependents were transported from the island and away from imminent danger ,1
164,164,Anthony George Banks born March 27 1950 in East Hoathly Sussex England is a classically trained English songwriter pianist keyboard player and self taught guitarist who is best known as one of the founding members of and many say the driving musical force behind Genesis one of England s most famous and successful progressive rock pop groups ,1
165,165,However in other parts of the world which had little contact with German Nazism the term National Socialism is sometimes used by parties that define themselves as socialist and patriotic without being racist in any way or by any means ,1
166,166,However Chechen sources say that it was an incident not a special operation lt ref gt ,1
167,167,The history of conflict between the Israelis and Arabs is not as ancient as frequently believed ,1
168,168,Unresolved issues of the book s historicity and the lack of supporting archaeological evidence have led some adherents to adopt the position that the Book of Mormon may have been the creation of Joseph Smith but that it was nevertheless divinely inspired ,1
169,169,The M29 was not competitive and South was unable to qualify the car around the streets of Long Beach ,1
170,170,St John s performs well in a number of sports such as Cross Country Running Mixed Lacrosse Rowing Hockey Rugby Table Tennis Netball and especially Badminton among others ,1
171,171,The album has a unified sunny optimistic feel to many of its tracks which is ironic since it was recorded in an atmosphere of hostility between all the band members and most of the musicians parts were recorded separately ,1
172,172,Although the Sedition Act was upheld in Schenck Vs United States some modern legal experts view the Sedition Act as being antithetical to the letter and spirit of the United States Constitution specifically the 1st Amendment of the Bill of Rights ,1
173,173,Following an incident in which a healthy young man suffered a myocardial infarction heart attack linked to bitter orange a case study found that dietary supplement manufacturers who replaced ephedra with its analogs from bitter orange had in effect found a loophole in the ephedra ban substituting a similarly dangerous substance while labeling the products as ephedra free ,1
174,174,In The Troublesome Helpmate Katharine M Rogers claims that Christianity is misogynistic and she lists what she says are specific examples of misogyny in the Pauline epistles ,1
175,175,However Lincoln maintained that the federal government did not possess the constitutional power to bar slavery in states where it already existed and he supported colonization believing that freed black slaves were too different to live in the same society as white Americans ,1
176,176,In the meantime Zulfikar Ali Bhutto got neighboring Pakistan involved in Afghanistan ,1
177,177,Jos Manuel Reina P ez born 31 August 1982 commonly known as the dodgiest keeper in the premier league as his skills under the high ball are awful is a Spanish footballer who plays as a goalkeeper for the English Premier League club Liverpool F C ,1
178,178,In many cities among the West or those of more opened mind cities affected by Western culture in the classified advertisements of local newspapers it is also common to see couples asking for a third or fourth partner for discreet sexual fun which might be on off or in regular basis ,1
179,179,Cage Kagel Schnebel and others according to Nattiez p 43 perceive certain of their pieces even if they do not say so publicly as a way of speaking in music about music in the second degree as it were to expose or denounce the institutional aspect of music s functioning ,1
180,180,Political boundaries drawn by the British did not always reflect homogeneous ethnicities or religions contributing to conflicts in Bangladesh India Pakistan Palestine Sudan Nigeria and Sri Lanka ,1
181,181,This trial started off badly when statements by the prosecution led to a mistrial at the jury selection stage ,1
182,182,Because of its availability many artists don t feel the need to use more specialized tools ,1
183,183,Quayle was scathingly mentioned in the Oingo Boingo song Insanity on their album Boingo ,1
184,184,Under Putin the Kremlin s intense propaganda campaigns are infused with anti Americanisms Sarah Mendelson argues that As part of a broad crackdown on dissent after the eruption of antigovernment protests in 2011 Putin has managed to close nearly all space used by independent critical voices ,1
185,185,Rumours about Thorpe s sexuality dogged his political career ,1
186,186,For a detailed list of updates within versions and download links Microsoft Access Version Releases Service Packs Hotfixes and Updates History ,1
187,187,Benny Morris writes that after the war Israel contrasted its purity of arms with the alleged barbarity of the Arab armies which had engaged in the mutilation of corpses of Jewish prisoners of war ,1
188,188, As of August 27 2006 ,1
189,189,The DREAM Act is intended to alleviate the issue of children of illegal immigrants being deport as a result of their parents illegal status ,1
190,190,blood libel also called blood accusation is the accusation that Jews ritually sacrifice the children of Christians at Passover to obtain blood for unleavened bread ,1
191,191,Reports of tigers being used during such games are false and are attributed to the eventual demonization of beast hunts ,1
192,192,He was declared dead on arrival at the hospital in Fontainebleau He is arguably the greatest guitarist who ever lived ,1
193,193,However on a number of occasions MEChA members and chapters have been involved or implicated in violent or criminal disturbances ,1
194,194,The criticism of personality cults often focuses on the regimes of Joseph Stalin Adolf Hitler Mao Zedong Kim Il Sung and his son Kim Jong Il ,1
195,195,Alternative AIDS researchers counter that their arguments are based on science not conspiracy ,1
196,196,Nature awarded the republic with unimaginable beauty ,1
197,197,Political correctness adjectivally politically correct both forms commonly abbreviated to PC is a term which denotes language ideas policies and behavior seen as seeking to minimize social and institutional offense in occupational gender racial cultural sexual orientation certain other religions beliefs or ideologies disability and age related contexts and as purported by the term doing so to an excessive extent ,1
198,198,The simulator was later ported to the inferior TRS 80 ,1
199,199,Ironically enough for being recorded over the end of the 20st century the album contains a song called Last Chance To Evacuate Planet Earth Before It Is Recycled which criticized the cult suicides in the US ,1
200,200,The attendance of 82 208 set a new world record attendance for a club provincial rugby union game the largest ever recorded attendance in the magners league is 77 500 in a munster leinster match in The Emerald Stadium ,1
201,201,The coming Messiah is going to be in the form of Hadhrat Mirza Ghulam Ahmad ,1
202,202,He received a reputation for torturing his victims before killing them ,1
203,203,After being the subject of vicious taunting and many attempts to place him as a vital cog of MK by Percy Yutar Judge Quartus de Wet discharged him stating Accused No 8 has no case to answer ,1
204,204,Whenever food is in short supply Gazans have had little choice but to take in food supplied by World Food Programme workers in the area ,1
205,205,When Ryoval s assistant informs him that Mark has gone insane and is actually enjoying the torture a frustrated Ryoval decides to study his victim alone ,1
206,206,WND and Joseph Farah also touted The Obama Nation a book critical of Obama written by WND staff reporter Jerome Corsi which repeated the forgery allegations and claimed that Obama was born in Kenya ,1
207,207,As noted he also claims to be afraid of bears ,1
208,208,This honour is considered one of the highest awards in Carnatic music as per Madras Music Academy and no one else cares about it ,1
209,209,Despite existing research supporting Spirulina s health and healing properties detractors claim that these are frequently overstated by Spirulina advocates ,1
210,210,An alternative perspective is that it was part of a larger political strategy launched by Mrs Thatcher in the UK and MrReagan in the USA to defeat the unionised working class privatise industry asset strip and eventually deindustrialise large sectors of Britain and the USA ,1
211,211,After extensive damage from the Mount Pinatubo eruption the Philippine Government attempted to reopen base lease talks but the greed of the Philippine Government resulted in the base being closed ,1
212,212,This is sometimes attributed to the the fact that most shelters do not have the resources for the long term care of these animals ,1
213,213,At the other extreme the makers of Doctor Who have generally avoided making any pronouncements about canonicity with writers such as Paul Cornell Russell T Davies and Steven Moffat explaining that no concept of canonicity exists for the Doctor Who TV series or its spin offs ,1
214,214,The game is praised for its free play abilities ,1
215,215,The ancient Sinhalese used hydrology to build some of the most complex irrigation works in world history Irrigation Works of Ancient Sri Lanka are most famous for inventing the Valve Pit which let them construct large reservoirs anicuts and canals which are still functioning ,1
216,216,Tatchell has been particularly critical of Muslims and Islam in general ,1
217,217,Many consider him among the most spectacular basketballer ever and the best dunker of all time ,1
